"COUNTY","COUNTYNAME","CITYNAME","REGION","STATE","COUNTYCODE","IsHotspot","Hotspot","UFOReports","CEs","UFOReports21stCent","RateUFOper100000","RateCEper100000","RateUFO21stCent","Rank","POP1990","POP1960","POPDIF6090","EDUC1960","Ocean","Lake","River","Interstate","Military","Nuclear","LONGITUDE","LATITUDE"
"Yuma","Yuma","Wray","US","CO","63","0",,"4","1",,"44.6727719454992","11.1681929863748",,,"8954.0","8912.0","0.0047","380.0","0","0","0","0","0","0","102.14","40.05"
"Fairfield","Fairfield","Bridgeport","US","CT","01","1","Danbury","197","37","42","23.8024756991222","4.47051574044427",,"342","827645.0","653589.0","0.2663","475.0","1","0","0","1","0","0","73.12","41.12"
"Hartford","Hartford","Hartford","US","CT","02","1","Hartford","154","17","43","18.0797221827625","1.99581348770755",,"462","851783.0","689555.0","0.2353","442.0","0","1","1","1","0","0","72.42","41.45"
"Litchfield","Litchfield","Litchfield","US","CT","03","1","Winsted/Torrington","117","23","25","67.2058451853043","13.2114054637778",,"123","174092.0","119856.0","0.4525","422.0","0","1","0","0","0","0","73.11","41.45"
"Middlesex","Middlesex","Middletown","US","CT","04","1","Cromwell/Old Saybrook","38","11","7","26.5370541076566","7.68177882063745",,"264","143196.0","88865.0","0.6114","426.0","1","1","1","1","0","1","72.39","41.34"
"New Haven","New Haven","New Haven","US","CT","05","1","New Haven","172","30","59","21.3872092054527","3.73032718699757",,"386","804219.0","660315.0","0.2179","423.0","1","0","0","1","0","1","72.55","41.18"
"New London","New London","Norwich","US","CT","06","0",,"48","4","14","18.8267041108893","1.56889200924077",,,"254957.0","185745.0","0.3726","412.0","1","1","1","1","1","1","72.05","41.32"
"Tolland","Tolland","Rockville","US","CT","07","0",,"22","2","1","17.0941499156948","1.55401362869952",,,"128699.0","68737.0","0.8723","427.0","0","1","0","1","0","0","72.27","41.53"
"Windham","Windham","Putnam","US","CT","08","1","Woodstock/Plainfield","33","5","5","32.1872713972202","4.87685930260912",,"292","102525.0","68572.0","0.4951","307.0","0","0","0","1","0","0","71.54","41.55"
"Dist Columbi","District of Columbia","Washington","US","DC","01","1","Washington","154","15",,"25.2496683931537","2.45938328504744",,"395","609909.0","763956.0","-0.2016","478.0","0","0","1","1","1","0","77.0","38.55"
"Kent","Kent","Dover","US","DE","01","0",,"18","1",,"16.2172389249773","0.900957718054292",,,"110993.0","65651.0","0.6907","400.0","1","0","0","0","1","0","75.32","39.1"
"New Castle","New Castle","Wilmington","US","DE","02","1",,"73","7",,"16.5178551225715","1.58390391586302",,"484","441946.0","307446.0","0.4375","464.0","1","0","0","1","0","0","75.31","39.46"
"Sussex","Sussex","Georgetown","US","DE","03","1","Milford","29","6",,"25.6118132280599","5.29899584028827",,"315","113229.0","73195.0","0.5469","333.0","1","0","1","0","0","0","75.05","38.43"
"Alachua","Alachua","Gainesville","US","FL","01","1",,"32","8",,"17.6215335139541","4.40538337848851",,"393","181596.0","74074.0","1.4515","475.0","0","1","0","1","0","0","82.21","29.37"
"Baker","Baker","MacClenny","US","FL","02","0",,"0","0",,"0.0","0.0",,,"18486.0","7363.0","1.5107","205.0","0","0","0","1","0","0","82.07","30.16"
"Bay","Bay","Panama City","US","FL","03","0",,"29","0",,"22.8357245224184","0.0",,,"126994.0","67131.0","0.8917","439.0","1","0","0","0","0","0","85.41","30.1"
"Bradford","Bradford","Starke","US","FL","04","0",,"0","0",,"0.0","0.0",,,"22515.0","12446.0","0.809","268.0","0","0","0","0","0","0","82.06","29.55"
"Brevard","Brevard","Titutsville","US","FL","05","1",,"75","11",,"18.798028964003","2.75704424805378",,"433","398978.0","111435.0","2.5804","543.0","1","1","0","1","1","0","80.5","28.37"
"Broward","Broward","Fort Lauderdale","US","FL","06","1",,"124","18",,"9.87663761023602","1.43370545955039",,"533","1255488.0","333946.0","2.7596","496.0","1","0","0","1","0","0","80.08","26.08"
"Calhoun","Calhoun","Blountstown","US","FL","07","0",,"0","0",,"0.0","0.0",,,"11011.0","7422.0","0.4836","204.0","0","0","1","0","0","0","85.03","30.27"
"Charlotte","Charlotte","Punta Gorda","US","FL","08","1",,"23","6",,"20.7253886010363","5.40662311331381",,"340","110975.0","12594.0","7.8117","412.0","1","0","0","1","0","0","82.01","26.56"
"Citrus","Citrus","Inverness","US","FL","09","0",,"5","2",,"5.34673581778324","2.1386943271133",,,"93515.0","9268.0","9.0901","322.0","1","1","0","0","0","1","82.21","28.51"
"Clay","Clay","Green Cove Springs","US","FL","10","0",,"6","1",,"5.66112505425245","0.943520842375408",,,"105986.0","19535.0","4.4254","374.0","0","0","1","0","0","0","81.42","29.0"
"Collier","Collier","Naples","US","FL","11","0",,"18","2",,"11.8343973333158","1.31493303703509",,,"152099.0","15753.0","8.6552","415.0","1","0","0","1","0","0","81.48","26.09"
"Columbia","Columbia","Lake City","US","FL","12","0",,"4","2",,"9.38680684298219","4.69340342149109",,,"42613.0","20077.0","1.1225","301.0","0","0","0","1","0","0","82.39","30.12"
"Dade","Dade","Miami","US","FL","13","1","Miami","281","77",,"14.5062655710048","4.0",,"424","1937094.0","935047.0","1.0717","466.0","1","0","0","1","1","1","80.15","25.45"
"De Soto","De Soto","Arcadia","US","FL","14","0",,"2","1",,"8.38047349675257","4.19023674837628",,,"23865.0","11683.0","1.0427","265.0","1","0","0","0","0","0","81.52","27.12"
"Dixie","Dixie","Cross City","US","FL","15","0",,"2","0",,"18.8946622579121","0.0",,,"10585.0","4479.0","1.3633","212.0","1","0","1","0","0","0","83.09","29.39"
"Duval","Duval","Jacksonville","US","FL","16","1",,"95","21",,"14.116507249198","3.1204910761385",,"457","672971.0","455411.0","0.4777","414.0","1","0","1","1","1","1","81.4","30.2"
"Escambia","Escambia","Pensacola","US","FL","17","1","Pensacola","125","30",,"47.5650499623285","11.4156119909588",,"156","262798.0","173829.0","0.5118","404.0","1","0","0","1","1","0","87.12","30.26"
"Flagler","Flagler","Bunnell","US","FL","18","0",,"5","1",,"17.420995784119","3.4841991568238",,,"28701.0","173829.0","-0.8349","404.0","1","1","0","1","0","0","81.16","29.28"
"Franklin","Franklin","Apalachicola","US","FL","19","0",,"6","1",,"66.9120107059217","11.1520017843203",,,"8967.0","6576.0","0.3636","275.0","1","0","1","0","0","0","85.01","29.43"
"Gadsden","Gadsden","Quincy","US","FL","20","0",,"2","1",,"4.86558812796497","2.43279406398248",,,"41105.0","41989.0","-0.0211","219.0","0","1","1","1","0","0","84.35","30.34"
"Gilchrist","Gilchrist","Trenton","US","FL","21","0",,"0","0",,"0.0","0.0",,,"9667.0","2868.0","2.3706","229.0","1","0","0","0","0","0","82.5","29.37"
"Glades","Glades","Moore Haven","US","FL","22","0",,"1","1",,"13.1734949282045","13.1734949282045",,,"7591.0","2950.0","1.5732","157.0","0","1","0","0","0","0","81.08","26.5"
"Gulf","Gulf","Wewahitchka","US","FL","23","0",,"3","1",,"26.0778859527121","8.69262865090403",,,"11504.0","9937.0","0.1577","328.0","1","0","1","0","0","0","85.12","30.06"
"Hamilton","Hamilton","Jasper","US","FL","24","0",,"0","0",,"0.0","0.0",,,"10930.0","7705.0","0.4186","225.0","0","0","0","1","0","0","82.58","30.31"
"Hardee","Hardee","Wauchula","US","FL","25","0",,"1","1",,"5.12846812657059","5.12846812657059",,,"19499.0","12370.0","0.5763","272.0","0","0","0","0","0","0","81.49","27.33"
"Hendry","Hendry","La Belle","US","FL","26","1","Fort Myers/Everglades","10","7",,"38.8002948822411","27.1602064175688",,"104","25773.0","8119.0","2.1744","285.0","0","1","1","0","0","0","81.5","26.7"
"Hernando","Hernando","Brooksville","US","FL","27","1","Brooksville","40","21",,"39.558918063591","20.7684319833853",,"119","101115.0","11205.0","8.0241","297.0","1","0","0","1","0","0","82.24","28.34"
"Highlands","Highlands","Sebring","US","FL","28","0",,"20","1",,"29.2260930558803","1.46130465279401",,,"68432.0","21338.0","2.207","334.0","0","1","0","0","0","0","81.28","27.3"
"Hillsborough","Hillsborough","Tampa","US","FL","29","1","Tampa","91","9",,"10.9105645437825","1.07906682301146",,"536","834054.0","397788.0","1.0967","366.0","1","0","0","1","1","1","82.38","27.58"
"Holmes","Holmes","Bonifay","US","FL","30","0",,"2","0",,"12.675877804538","0.0",,,"15778.0","10844.0","0.455","169.0","0","0","0","0","0","0","85.42","30.49"
"Indian River","Indian River","Vero Beach","US","FL","31","0",,"24","3",,"26.6051791415396","3.32564739269244",,,"90208.0","25309.0","2.5643","430.0","1","1","0","1","0","0","80.24","27.39"
"Jackson","Jackson","Marianna","US","FL","32","0",,"3","1",,"7.25075528700906","2.41691842900302",,,"41375.0","36208.0","0.1427","263.0","0","1","1","1","0","0","85.15","30.45"
"Jefferson","Jefferson","Monticello","US","FL","33","0",,"2","0",,"17.7053824362606","0.0",,,"11296.0","9543.0","0.1837","261.0","0","1","0","1","0","0","83.54","30.34"
"Lafayette","Lafayette","Mayo","US","FL","34","0",,"0","0",,"0.0","0.0",,,"5578.0","2889.0","0.9308","237.0","0","0","1","0","0","0","83.11","30.03"
"Lake","Lake","Tavares","US","FL","35","1",,"22","6",,"14.4637879345711","3.9446694367012",,"428","152104.0","57383.0","1.6507","388.0","0","1","0","1","0","0","81.45","28.49"
"Lee","Lee","Fort Myers","US","FL","36","1",,"56","10",,"16.7107811394962","3.0",,"446","335113.0","54539.0","5.1445","424.0","1","0","1","1","0","0","81.51","26.39"
"Leon","Leon","Tallahassee","US","FL","37","0",,"26","2",,"13.5069846695724","1.03899882073634",,,"192493.0","74225.0","1.5934","494.0","0","1","1","1","0","0","84.19","30.26"
"Levy","Levy","Bronson","US","FL","38","1","Williston","12","7",,"46.2909385487791","27.0030474867878",,"99","25923.0","10364.0","1.5013","241.0","1","0","1","0","0","0","82.39","29.26"
"Liberty","Liberty","Bristol","US","FL","39","0",,"0","0",,"0.0","0.0",,,"5569.0","3138.0","0.7747","233.0","0","0","1","0","0","0","84.58","30.27"
"Madison","Madison","Madison","US","FL","40","0",,"4","0",,"24.1414690083892","0.0",,,"16569.0","14154.0","0.1706","230.0","1","0","0","1","0","0","83.39","30.29"
"Manatee","Manatee","Bradenton","US","FL","41","0",,"31","4",,"14.6428790734364","1.88940375141115",,,"211707.0","69168.0","2.0608","376.0","1","0","0","1","0","0","82.33","27.29"
"Marion","Marion","Ocala","US","FL","42","1",,"26","5",,"13.3447619243147","2.56630037006051",,"475","194833.0","51616.0","2.7747","336.0","0","1","0","1","0","0","82.09","29.11"
"Martin","Martin","Stuart","US","FL","43","0",,"10","2",,"9.91080277502478","1.98216055500496",,,"100900.0","16932.0","4.9591","403.0","1","1","0","1","0","0","80.16","27.12"
"Monroe","Monroe","Key West","US","FL","44","1","Key West","50","6",,"64.0828463037014","7.68994155644417",,"155","78024.0","47921.0","0.6282","424.0","1","0","0","0","1","0","81.38","24.34"
"Nassau","Nassau","Fenrandina Beach","US","FL","45","0",,"9","3",,"20.4820099679115","6.82733665597051",,,"43941.0","17189.0","1.5563","284.0","1","0","0","1","0","0","81.26","30.3"
"Okaloosa","Okaloosa","Crestview","US","FL","46","1","Fort Walton Beach","39","6",,"27.1255286000445","4.17315824616069",,"327","143776.0","61175.0","1.3502","544.0","1","0","0","1","1","1","86.34","30.44"
"Okeechobee","Okeechobee","Okeechobee","US","FL","47","0",,"3","0",,"10.1258986735073","0.0",,,"29627.0","6424.0","3.6119","272.0","0","1","1","1","0","0","80.5","27.14"
"Orange","Orange","Orlando","US","FL","48","1",,"82","12",,"12.1034818174706","1.77124124158107",,"510","677491.0","263540.0","1.5707","488.0","1","1","0","1","1","0","81.21","28.33"
"Osceola","Osceola","Kissimmee","US","FL","49","1","Kissimmee","23","6",,"21.3500668349918","5.56958265260656",,"328","107728.0","19029.0","4.6613","326.0","0","1","0","1","0","0","81.24","28.2"
"Palm Beach","Palm Beach","West Palm Beach","US","FL","50","1",,"128","12",,"14.8230841742731","1.38966414133811",,"500","863518.0","228106.0","2.7856","458.0","1","1","0","1","0","0","80.05","26.42"
"Pasco","Pasco","Dade City","US","FL","51","0",,"37","4",,"13.161124173428","1.42282423496519",,,"281131.0","36785.0","6.6425","278.0","1","0","0","1","0","0","82.11","28.23"
"Pinellas","Pinellas","Clearwater","US","FL","52","1",,"87","7",,"10.2153561460632","0.821925207154507",,"541","851659.0","374665.0","1.2731","439.0","1","0","0","1","0","0","82.48","27.57"
"Polk","Polk","Barton","US","FL","53","1",,"68","16",,"16.7743017696888","3.94689453404443",,"410","405382.0","195139.0","1.0774","352.0","0","1","0","1","0","0","81.52","27.54"
"Putnam","Putnam","Palatka","US","FL","54","0",,"16","2",,"24.588904256954","3.07361303211926",,,"65070.0","32212.0","1.0201","336.0","0","1","1","0","0","0","81.4","29.38"
"St Johns","St Johns","St Augustine","US","FL","55","1",,"27","5",,"9.72006220839813","1.80001152007373",,"522","277776.0","30034.0","8.2487","403.0","1","0","1","1","0","0","81.19","29.54"
"St Lucie","St Lucie","Fort Pierce","US","FL","56","0",,"26","4",,"9.04256614115446","1.39116402171607",,,"287529.0","39294.0","6.3174","369.0","1","0","0","1","0","1","80.2","27.28"
"Santa Rosa","Santa Rosa","Milton","US","FL","57","1","Gulf Breeze","254","50",,"302.997769268392","59.6452301709432",,"19","83829.0","29547.0","1.8371","376.0","1","0","0","1","1","1","87.17","30.36"
"Sarasota","Sarasota","Sarasota","US","FL","58","1","Venice","61","8",,"40.6203594568858","5.32726025664076",,"243","150171.0","76895.0","0.9529","476.0","1","0","0","1","0","0","82.32","27.2"
"Seminole","Seminole","Sanford","US","FL","59","0",,"28","1",,"34.3103617292422","1.22537006175865",,,"81608.0","54947.0","0.4852","436.0","0","1","0","1","0","0","81.18","28.49"
"Sumter","Sumter","Bushnell","US","FL","60","0",,"0","0",,"0.0","0.0",,,"31577.0","11869.0","1.6605","274.0","0","1","0","1","0","0","82.08","28.41"
"Suwannee","Suwannee","Live Oak","US","FL","61","0","Live Oak","9","4",,"33.6071695294996","14.9365197908887",,,"26780.0","14961.0","0.79","236.0","0","0","1","1","0","0","82.59","30.19"
"Taylor","Taylor","Perry","US","FL","62","0",,"1","0",,"5.84419379346619","0.0",,,"17111.0","13168.0","0.2994","258.0","1","1","0","0","0","0","83.36","30.08"
"Union","Union","Lake Butler","US","FL","63","0",,"0","0",,"0.0","0.0",,,"10252.0","6043.0","0.6965","199.0","0","0","0","0","0","0","82.21","30.01"
"Volusia","Volusia","De Land","US","FL","64","1",,"68","14",,"18.3430803426919","3.77651654114245",,"405","370712.0","125319.0","1.9581","469.0","1","1","0","1","0","0","81.18","29.02"
"Wakulla","Wakulla","Crawfordville","US","FL","65","0",,"5","0",,"35.2063089705675","0.0",,,"14202.0","5257.0","1.7015","217.0","1","0","1","0","0","0","84.21","30.12"
"Walton","Walton","De Funiak Springs","US","FL","66","0",,"7","2",,"25.2161383285303","7.20461095100865",,,"27760.0","15576.0","0.7822","243.0","1","0","0","1","1","1","86.08","30.41"
"Washington","Washington","Chipley","US","FL","67","0",,"1","0",,"5.91051480583959","0.0",,,"16919.0","11249.0","0.504","219.0","1","0","0","1","0","0","85.32","30.48"
"Appling","Appling","Baxley","US","GA","1A","0",,"2","0",,"12.7032520325203","0.0",,,"15744.0","13246.0","0.1886","192.0","0","0","1","0","0","1","82.22","31.46"
"Atkinson","Atkinson","Pearson","US","GA","1B","0",,"1","1",,"16.095284081764","16.095284081764",,,"6213.0","6188.0","0.004","168.0","0","0","0","0","0","0","82.54","31.16"
"Bacon","Bacon","Alma","US","GA","1C","0",,"0","0",,"0.0","0.0",,,"9566.0","6188.0","0.5459","217.0","0","0","0","0","0","0","82.54","31.16"
"Baker","Baker","Newton","US","GA","1D","0",,"1","1",,"27.6625172890733","27.6625172890733",,,"3615.0","4543.0","-0.2043","154.0","0","0","1","0","0","0","84.4","31.3"
"Baldwin","Baldwin","Milledgeville","US","GA","1E","0",,"6","0",,"15.1783455603339","0.0",,,"39530.0","34064.0","0.1605","200.0","0","1","0","0","0","0","83.13","33.04"
"Banks","Banks","Homer","US","GA","1F","0",,"1","0",,"9.7012029491657","0.0",,,"10308.0","6497.0","0.5866","165.0","0","0","0","1","0","0","83.5","34.3"
"Barrow","Barrow","Winder","US","GA","1G","0",,"1","0",,"3.36462433969247","0.0",,,"29721.0","14485.0","1.0518","218.0","0","1","0","1","0","0","83.43","33.59"
"Bartow","Bartow","Cartersville","US","GA","1H","0",,"3","0",,"5.36567044052154","0.0",,,"55911.0","28267.0","0.978","191.0","0",,,,,"0","84.49","34.09"
"Ben Hill","Ben Hill","Fitzgerald","US","GA","1I","0",,"3","0",,"18.4672206832872","0.0",,,"16245.0","13653.0","0.1898","246.0","0","0","1","0","0","0","83.16","31.43"
"Berrien","Berrien","Nashville","US","GA","1J","0",,"1","0",,"7.06563979368332","0.0",,,"14153.0","12038.0","0.1757","211.0","0","0","0","0","0","0","83.16","31.03"
"Bibb","Bibb","Macon","US","GA","1K","0",,"21","2",,"14.0030806777491","1.3336267312142",,,"149967.0","141249.0","0.0617","348.0","0","0","0","1","0","0","83.37","32.49"
"Bleckley","Bleckley","Cochran","US","GA","1L","0",,"0","0",,"0.0","0.0",,,"10430.0","9642.0","0.0817","202.0","0",,,,,"0","83.21","32.22"
"Brantley","Brantley","Nahunta","US","GA","1M","0",,"3","0",,"27.0831452559357","0.0",,,"11077.0","5891.0","0.8803","213.0","0","0","0","0","0","0","82.0","31.12"
"Brooks","Brooks","Quitman","US","GA","1N","0",,"1","0",,"6.49434991557345","0.0",,,"15398.0","15290.0","0.0071","228.0","0","0","0","0","0","0","83.34","30.57"
"Bryan","Bryan","Pembroke","US","GA","1O","0",,"0","0",,"0.0","0.0",,,"15438.0","6226.0","1.4796","205.0","1","0","1","1","1","0","81.39","32.09"
"Bulloch","Bulloch","Statesboro","US","GA","1P","0",,"2","0",,"4.63768115942029","0.0",,,"43125.0","24263.0","0.7774","279.0","0","0","1","1","0","0","81.47","32.28"
"Burke","Burke","Waynesboro","US","GA","1Q","0",,"1","0",,"4.85932261042811","0.0",,,"20579.0","20596.0","-0.0008","168.0","0","0","1","0","0","1","82.01","33.04"
"Butts","Butts","Jackson","US","GA","1R","0",,"1","0",,"6.52485971551612","0.0",,,"15326.0","8976.0","0.7074","257.0","0","0","0","0","0","0","84.0","33.17"
"Calhoun","Calhoun","Morgan","US","GA","1S","0","Edison/Leary","6","4",,"119.688809096349","79.7925393975663",,,"5013.0","7341.0","-0.3171","212.0","0","0","0","0","0","0","84.44","31.55"
"Camden","Camden","Woodbine","US","GA","1T","0",,"2","0",,"6.62976099711605","0.0",,,"30167.0","9975.0","2.0243","271.0","1","0","1","1","1","0","81.46","30.57"
"Candler","Candler","Metter","US","GA","1U","0",,"1","0",,"12.9132231404959","0.0",,,"7744.0","6672.0","0.1607","240.0","0","0","0","1","0","0","82.06","32.24"
"Carroll","Carroll","Carrollton","US","GA","1V","0",,"2","0",,"2.80025762370138","0.0",,,"71422.0","36451.0","0.9594","209.0","0","0","0","1","0","0","85.06","33.34"
"Catoosa","Catoosa","Ringgold","US","GA","1W","0",,"5","1",,"11.7746797287114","2.35493594574228",,,"42464.0","21101.0","1.0124","281.0","0","0","0","1","0","0","85.1","34.9"
"Charlton","Charlton","Folkston","US","GA","1X","0",,"1","1",,"11.7702448210923","11.7702448210923",,,"8496.0","5313.0","0.5991","208.0","0","0","1","0","0","0","82.02","30.49"
"Chatham","Chatham","Savannah","US","GA","1Y","1",,"57","8",,"26.2751515430889","3.68774056745108",,"347","216935.0","188299.0","0.1521","390.0","1","0","1","1","1","0","81.07","32.04"
"Chattahoochee","Chattahoochee","Cusseta","US","GA","1Z","0","Fort Benning","10","1",,"59.0527931971182","5.90527931971182",,,"16934.0","13011.0","0.3015","574.0","0","0","1","0","1","0","84.48","32.17"
"Chattooga","Chattooga","Summerville","US","GA","2A","0",,"0","0",,"0.0","0.0",,,"22242.0","19954.0","0.1147","219.0","0","0","0","0","0","0","85.21","34.29"
"Cherokee","Cherokee","Canton","US","GA","2B","0",,"4","0",,"4.43439315329697","0.0",,,"90204.0","23001.0","2.9217","167.0","0","1","0","0","0","0","84.29","34.13"
"Clarke","Clarke","Athens","US","GA","2C","1",,"11","5",,"12.5579377582939","5.70815352649725",,"391","87594.0","45363.0","0.931","440.0","0","0","0","0","1","0","83.24","33.57"
"Clay","Clay","Fort Gaines","US","GA","2D","0",,"0","0",,"0.0","0.0",,,"3364.0","4551.0","-0.2608","240.0","0","0","1","0","0","0","85.04","31.37"
"Clayton","Clayton","Jonesboro","US","GA","2E","0",,"4","0",,"2.19717443367829","0.0",,,"182052.0","16365.0","10.1245","377.0","0","0","0","1","0","0","84.22","33.32"
"Clinch","Clinch","Homerville","US","GA","2F","0",,"1","0",,"16.2337662337662","0.0",,,"6160.0","6545.0","-0.0588","185.0","0","0","1","0","0","0","82.44","31.02"
"Cobb","Cobb","Marietta","US","GA","2G","0",,"37","1",,"8.26363220136462","0.223341410847692",,,"447745.0","114174.0","2.9216","419.0","0","0","0","1","1","0","84.34","33.57"
"Coffee","Coffee","Douglas","US","GA","2H","0",,"10","1",,"33.7929170045958","3.37929170045958",,,"29592.0","21953.0","0.348","248.0","0","0","1","0","0","0","82.54","31.3"
"Colquitt","Colquitt","Moultrie","US","GA","2I","0",,"5","1",,"13.6444262518761","2.72888525037522",,,"36645.0","34048.0","0.0763","246.0","0","0","0","0","0","0","83.47","31.11"
"Columbia","Columbia","Appling","US","GA","2J","0",,"1","0",,"1.51444018718481","0.0",,,"66031.0","13423.0","3.9192","288.0","0","1","0","1","0","0","82.3","33.5"
"Cook","Cook","Adel","US","GA","2K","0",,"2","1",,"14.8632580261593","7.43162901307967",,,"13456.0","11822.0","0.1382","196.0","0","0","0","1","0","0","83.27","31.07"
"Coweta","Coweta","Newnan","US","GA","2L","0",,"9","1",,"16.7121608824021","1.85690676471134",,,"53853.0","28893.0","0.8639","253.0","0","0","0","1","0","0","84.48","33.23"
"Crawford","Crawford","Knoxville","US","GA","2M","0",,"0","0",,"0.0","0.0",,,"8991.0","5816.0","0.5459","159.0","0","0","0","0","0","0","83.9","32.7"
"Crisp","Crisp","Cordele","US","GA","2N","0",,"2","0",,"9.99450302333716","0.0",,,"20011.0","17768.0","0.1262","250.0","0","1","0","1","0","0","83.49","31.59"
"Dade","Dade","Trenton","US","GA","20","0",,"0","0",,"0.0","0.0",,,"13147.0","8666.0","0.5171","183.0","0","0","0","1","0","0","85.5","34.9"
"Dawson","Dawson","Dawsonville","US","GA","2P","0",,"0","0",,"0.0","0.0",,,"9429.0","3590.0","1.6265","145.0","0","0","0","1","0","0","84.08","34.24"
"Decatur","Decatur","Bainbridge","US","GA","2Q","0",,"1","0",,"3.91987769981577","0.0",,,"25511.0","25203.0","0.0122","262.0","0","0","1","0","0","0","84.33","30.54"
"De Kalb","De Kalb","Decatur","US","GA","2R","0",,"29","4",,"5.31294140924855","0.732819504723938",,,"545837.0","256782.0","1.1257","566.0","0","0","0","1","0","0","84.17","33.45"
"Dodge","Dodge","Eastman","US","GA","2S","0",,"0","0",,"0.0","0.0",,,"17607.0","16483.0","0.0682","186.0","0","0","1","0","0","0","83.11","32.11"
"Dooly","Dooly","Vienna","US","GA","2T","0",,"1","0",,"10.0999899000101","0.0",,,"9901.0","11474.0","-0.1371","222.0","0","0","0","1","0","0","83.49","32.05"
"Dougherty","Dougherty","Albany","US","GA","2U","1","Albany","18","6",,"18.6894539564536","6.22981798548452",,"329","96311.0","75680.0","0.2726","401.0","0","0","1","0","1","0","84.1","31.37"
"Douglas","Douglas","Douglasville","US","GA","2V","0",,"10","2",,"14.0607424071991","2.81214848143982",,,"71120.0","16741.0","3.2483","179.0","0","0","0","1","0","0","84.45","33.44"
"Early","Early","Blakely","US","GA","2W","0",,"0","0",,"0.0","0.0",,,"11854.0","13151.0","-0.0986","212.0","0","0","1","0","0","0","84.58","31.22"
"Echols","Echols","Statenville","US","GA","2X","0",,"0","0",,"0.0","0.0",,,"2334.0","1876.0","0.2441","110.0","0","0","1","0","0","0","83.0","30.7"
"Effingham","Effingham","Springfield","US","GA","2Y","0",,"7","4",,"27.251138708296","15.5720792618834",,,"25687.0","10144.0","1.5322","174.0","0","0","1","1","0","0","81.2","32.22"
"Elbert","Elbert","Elberton","US","GA","2Z","0",,"1","0",,"5.27732334160114","0.0",,,"18949.0","17835.0","0.0625","296.0","0","0","0","0","0","0","82.54","34.05"
"Emanuel","Emanuel","Swainsboro","US","GA","3A","0",,"0","0",,"0.0","0.0",,,"20546.0","17815.0","0.1533","198.0","0","0","0","1","0","0","82.21","32.36"
"Evans","Evans","Claxton","US","GA","3B","0",,"2","0",,"22.9252636405319","0.0",,,"8724.0","6952.0","0.2549","227.0","0","0","0","0","0","0","81.54","32.1"
"Fannin","Fannin","Blue Ridge","US","GA","3C","0",,"0","0",,"0.0","0.0",,,"15992.0","13620.0","0.1742","199.0","0","1","0","0","0","0","84.2","34.51"
"Fayette","Fayette","Fayetteville","US","GA","3D","0",,"6","5",,"9.61307378034126","8.01089481695105",,,"62415.0","8199.0","6.6125","201.0","0","0","0","0","0","0","84.28","33.26"
"Floyd","Floyd","Rome","US","GA","3E","0",,"13","0",,"15.9998030793467","0.0",,,"81251.0","69130.0","0.1753","288.0","0","1","0","0","0","0","85.02","34.01"
"Forsyth","Forsyth","Cumming","US","GA","3F","0",,"2","0",,"4.53689630923485","0.0",,,"44083.0","12170.0","2.6223","194.0","0","1","0","1","0","0","84.1","34.12"
"Franklin","Franklin","Carnesville","US","GA","3G","0",,"4","2",,"24.024024024024","12.012012012012",,,"16650.0","13274.0","0.2543","161.0","0","0","0","1","0","0","83.13","34.23"
"Fulton","Fulton","Atlanta","US","GA","3H","1",,"116","8",,"17.8750013483298","1.23275871367792",,"485","648951.0","556326.0","0.1665","412.0","0","0","0","1","1","0","84.23","33.45"
"Gilmer","Gilmer","Ellijay","US","GA","3I","0",,"0","0",,"0.0","0.0",,,"13368.0","8922.0","0.4983","143.0","0","1","0","0","0","0","84.29","34.41"
"Glascock","Glascock","Gibson","US","GA","3J","0",,"0","0",,"0.0","0.0",,,"2357.0","2672.0","-0.1179","90.0","0","0","0","0","0","0","82.38","33.13"
"Glynn","Glynn","Brunswick","US","GA","3K","0",,"7","0",,"11.2007168458781","0.0",,,"62496.0","41954.0","0.4896","358.0","1","0","0","1","0","0","81.3","31.09"
"Gordon","Gordon","Calhoun","US","GA","3L","0",,"3","0",,"8.55383211678832","0.0",,,"35072.0","19228.0","0.824","214.0","0","0","0","1","0","0","84.56","34.31"
"Grady","Grady","Cairo","US","GA","3M","0","Cairo/Whigham","7","4",,"34.5184673800483","19.7248385028848",,,"20279.0","18015.0","0.1257","211.0","0","0","0","0","0","0","84.12","30.52"
"Greene","Greene","Greensboro","US","GA","3N","0",,"2","0",,"16.9592130925125","0.0",,,"11793.0","11192.0","0.0537","188.0","0","0","0","1","0","0","83.1","33.33"
"Gwinnett","Gwinnett","Lawrenceville","US","GA","3O","0",,"23","0",,"6.51724235640815","0.0",,,"352910.0","43541.0","7.1052","238.0","0","1","0","1","0","0","83.59","33.58"
"Habersham","Habersham","Clarkesville","US","GA","3P","0",,"2","1",,"7.24086745592122","3.62043372796061",,,"27621.0","18116.0","0.5247","293.0","0","0","0","1","0","0","83.32","34.36"
"Hall","Hall","Gainesville","US","GA","3Q","0",,"12","0",,"12.5749255983569","0.0",,,"95428.0","49739.0","0.9186","261.0","0","1","0","1","0","0","83.5","34.17"
"Hancock","Hancock","Sparta","US","GA","3R","0",,"0","0",,"0.0","0.0",,,"8908.0","9979.0","-0.1073","159.0","0","1","0","0","0","0","82.58","33.17"
